content_item_id,content_item_name,corr_ans_respdf,item_submitted_timestamp
d873e668-2c56-4e50-a1a9-56b182699b08,c20398_10,1.0,2022-01-03 15:02:00
ef273c89-bdcd-4a7c-961e-e1ceaaba8c94,c20450_10,4.0,2022-04-02 05:22:00
16827dbf-8882-4c61-9e53-22ed2a8b5cad,c20473_10,5.0,2022-09-02 21:47:00
64cc9046-e70b-476e-b06e-b2c3f7cad5d5,c20474_10,3.0,2022-04-02 05:25:00
c8649a59-d620-492a-b53b-4a84e7d5bb7c,c20476_10,2.0,2022-07-02 00:21:00
9f6179ca-9e35-40ee-ad12-0559f0a9d730,c20503_10,2.0,2022-02-26 16:30:00
e515c52c-3e94-4a8e-a721-b741d5fdda7d,c20510_10,5.0,2022-04-02 05:23:00
7e420942-30f7-4203-b5f4-1302cf311844,c20536m2,4.0,2022-03-02 20:12:00
8e22eadf-2e01-412d-a982-1626afc37d5f,c20537_10,4.0,2022-10-02 15:15:00
b837bb40-bd97-4acb-8b87-f9ac299a82f2,c20539m,2.0,2022-06-02 00:52:00
d6863377-af8e-45fa-a496-e0faaeb2988b,c20540_10,5.0,2022-10-02 15:12:00
57fc7f9d-6271-40cd-9902-628454392e29,c20563_10,4.0,2022-06-02 00:51:00
2f46dd43-d097-43ea-bd0c-9b3c7feb70b8,c20576_10,5.0,2022-10-02 20:33:00
1d73684a-7006-49cf-b094-4582aae62ba1,c20584_10,1.0,2022-10-02 20:32:00
cbe4769c-48cc-47ad-acc7-bf15218930c7,c20591_10,1.0,2022-09-02 01:07:00
dc18a722-aa11-40c2-a136-c6a80204d522,c20592m,4.0,2022-03-02 20:01:00
2cd15c83-5ab2-434b-8679-ffed858c0896,c20601m,2.0,2022-02-22 02:54:00
3c1847e2-7f99-41e3-9e31-682b87cbc8e2,c20602m,3.0,2022-04-02 05:24:00
724cb581-85df-4795-9149-d307ef30003d,c20623m_10,3.0,2022-09-02 21:42:00
95548a14-eec1-4eb1-81b0-defef5fc2ed5,c20650_10,1.0,2022-04-02 04:16:00
8bc51de6-cb23-4b66-a25a-e08ea83ef105,c20670_10,4.0,2022-08-02 02:22:00
5eebe259-415e-446a-9ce5-768ee0551721,c20671_10,2.0,2022-02-17 16:48:00
fb7d60e5-11eb-4d02-ab7a-c51c5d8dcaad,c20685_10,2.0,2022-04-02 05:26:00
f8d32eeb-662b-4faf-b118-040d7c212623,c20699_10,4.0,2022-10-02 20:34:00
269197cc-0371-4fe1-bca2-f8627d0505ef,c20729_10,5.0,2022-02-27 15:35:00
c3d565c6-d56f-40c0-8eeb-35071010e78a,c20803_10,4.0,2022-10-02 06:31:00
39b747fc-cbdb-4616-8118-aba93d070cfa,c20824m,3.0,2022-02-19 17:51:00
4e3999a9-ed59-4571-b893-a36e7ab205a0,c20829m,3.0,2022-02-22 02:54:00
e2462a60-c640-426b-8fc4-b0df26cf64d3,c20836_10,4.0,2022-02-20 21:19:00
54947d34-426e-4868-ae06-d2eca4a0cfff,c20893m_10,5.0,2022-10-02 15:15:00
4bd18f91-ff96-4479-8161-0b08e398a0da,c20925_10,1.0,2022-02-27 15:45:00
f00fc920-87b0-473f-83ca-478d57529d53,c21026m_10,1.0,2022-08-02 02:20:00
cae178da-8e9a-41e0-b8f6-83c38c854675,c21039m,5.0,2022-03-02 20:16:00
ac765825-0f12-4dfe-bbd2-7b2ce69786a0,c21077_10,1.0,2022-03-02 20:01:00
c573befd-bf26-4c92-9ec1-a34504cf30c6,c21158m_10,3.0,2022-03-02 20:01:00
0905697c-bbeb-4a12-9856-afa386714f53,c21167_10,2.0,2022-03-02 20:01:00
aebd3be2-bace-4a37-9572-7cab2e85bb51,c21188_10,2.0,2022-02-27 15:45:00
d6efba1e-5147-4e65-83ea-acae6a7a7ed3,c21190_10,1.0,2022-03-02 20:01:00
51fa00ff-b858-4df9-8170-0435b345c96f,c21215,2.0,2022-04-02 18:58:00
a91fd4c5-0d85-41eb-8203-fdbed09f5367,c21228,2.0,2022-02-20 21:16:00
97e327b2-e99f-460c-a78d-b6fe00c20aab,c21244,1.0,2022-10-02 17:31:00
68668a77-1b1b-4218-b804-d3eaa4176154,c21272,3.0,2022-03-02 20:16:00
fc4693cb-d495-4b64-8412-5fa8fcea4138,c21274,1.0,2022-02-27 15:45:00
34cc37fa-414a-4ade-9bbe-5bde806fac4e,c21275,3.0,2022-09-02 01:02:00
1ffe4511-6385-43e7-9e07-5e5666373e64,c21278,1.0,2022-02-14 22:47:00
7f786909-cb93-4a76-a2e4-6bb655f1e444,c21279,1.0,2022-02-14 22:47:00
a5ac2e24-492e-41e2-8b66-f0e172dfca86,c21321,1.0,2022-02-28 19:33:00
6f773720-4f7b-4696-a06a-7dbbb83aa4f3,c21341,5.0,2022-10-02 20:22:00
ae13e5b4-f256-4b1c-8520-2eb554c735ae,c21366,4.0,2022-10-02 15:11:00
828966c7-68bd-459f-ba6d-0e24a078f7d3,c21368,3.0,2022-03-02 20:14:00
ec326c99-7066-4a82-943d-fb6f5fe6ba63,c21414,1.0,2022-07-02 00:20:00
9da89c6d-d1b3-4959-8cad-1dfc7b139500,c21439,3.0,2022-09-02 01:05:00
84c961c7-bb49-42e3-b9d9-16675d08e650,c21493,3.0,2022-04-02 22:10:00
64c9fa23-9db2-4a03-8329-108d5b2163bb,c21505m,2.0,2022-03-02 20:01:00
903171ee-3d94-456a-bf59-ba70a0b7821a,c21509,3.0,2022-06-02 00:51:00
f714a04b-f8da-463d-bf46-bce8844e6f68,c21514,1.0,2022-06-02 00:52:00
24c99501-9c5e-49ac-bbf5-2c3b91f62cf0,c21517,4.0,2022-04-02 18:59:00
3c74dbdb-0bd0-48c5-abc7-83339b38b162,c21564,5.0,2022-03-02 20:02:00
b4395dc1-2332-42d3-aff1-76c174109059,c21580,3.0,2022-03-02 20:01:00
549515ce-33b2-4702-8345-2983318f58b8,c21587,4.0,2022-02-17 16:52:00
7bb5f4ee-b07d-4290-b042-0713c18398f8,c21590,1.0,2022-02-27 15:35:00
199ca18a-e384-4651-8332-1fff6eb06ce6,c21592,4.0,2022-04-02 18:56:00
930e602e-2194-4e6a-ad0b-f7d1301556a1,c21594,3.0,2022-03-02 20:01:00
0a575425-addc-40d3-878a-6f9ceebe8213,c21602,5.0,2022-04-02 05:26:00
6f0abe08-0a9b-40b3-a219-0ffd3174b7bd,c21605,2.0,2022-02-17 16:52:00
ae1dea3b-9322-4c26-9782-e41bbd39a422,c21616,2.0,2022-04-02 04:20:00
ee8dc321-4202-40d8-9dcc-011c1b1344ed,cq0001_10,3.0,2021-06-27 06:02:00
08b08eec-2670-4033-bda2-998d5c84c980,cq0002_10,3.0,2021-06-27 06:03:00
3cfc7c5c-3cba-4817-bd97-b43a660d1bc8,cq0008m_10,4.0,2021-09-03 01:05:00
504048e8-269c-49e0-98d8-1444ef93cfc8,cq0009m_10,5.0,2021-09-03 01:05:00
01dc5b55-5abd-465c-b846-76d44ed2ad86,cq0010m_10,2.0,2021-09-03 01:05:00
a752f17f-5ef3-4a55-9178-85b7791fc49f,cq0018_10,4.0,2022-01-16 14:38:00
dad887c2-2fb1-4f93-8993-bce2b203c378,cq0019_10,2.0,2021-12-01 16:39:00
4fbab527-a964-4d8a-a75c-cd51576766e6,cq0020_10,5.0,2022-01-16 14:36:00
8300dbe9-2b0d-481e-97f2-ff923d95002f,cq0021m,2.0,2021-02-11 03:40:00
f7eb5a23-828b-41f8-ac62-6f91de4bdeda,cq0023_10,2.0,2021-05-18 16:19:00
dc043059-7674-4ec9-892e-aae89acf6597,cq0024m_10,1.0,2021-09-17 02:55:00
be3c29cf-e7fd-488d-b7c6-ef1c84867f62,cq0025m2,1.0,2021-10-21 19:15:00
6f838bf7-9116-4b84-b607-fe4930b3ee66,cq0026_10,4.0,2021-04-22 23:09:00
8586f7bb-8d8f-4487-8bc9-266da75876fa,cq0027m_10,1.0,2021-12-12 05:21:00
5e603622-ac97-4937-921a-4cab30c98b90,cq0028_10,3.0,2021-10-19 02:18:00
6ba87d7d-90a7-428a-bd67-543a9eab9d38,cq0029_10,1.0,2021-05-26 01:18:00
1b66a403-b725-4d20-b42f-2d0d00dc3245,cq0031_10,5.0,2022-09-02 21:50:00
f2ffcd45-9ea5-4b9f-b0ab-b373ced58e5a,cq0033m,3.0,2022-02-27 15:43:00
417861c1-8e75-4329-8ab6-f9d59e2d6ddd,cq0035m2_10,2.0,2021-12-14 16:05:00
19c75f67-0705-49e3-bd94-4b59bba484cd,cq0035m_10,1.0,2021-04-19 13:57:00
76767748-c0dc-4c1a-b099-51802b8b85c5,cq0036_10,3.0,2022-09-02 21:47:00
5d5cc980-580a-43b0-9753-cb768c9c0b4d,cq0037_10,2.0,2021-07-15 15:21:00
dd4a34e3-acf9-45ed-82c1-37affbc21cf7,cq0038_10,4.0,2021-11-20 13:08:00
d530d8dc-2ef6-44b2-8c1c-49382d2bd5db,cq0039m2,5.0,2021-05-29 03:15:00
efe7c608-a016-42c9-b9a5-87e217638298,cq0040_10,2.0,2021-02-22 13:34:00
10b1bd9e-2e0d-4844-a557-3795f5a6eb99,cq0044m_10,2.0,2021-10-04 00:48:00
537979e4-aa30-4960-a431-8ac9fb54ea9b,cq0045m_10,3.0,2021-09-03 14:53:00
1a54815f-095c-4b09-8c3e-e2614b75e0f8,cq0046_10,1.0,2021-12-14 16:05:00
23cb0cc0-af75-4d67-8413-2d9de84fdfe4,cq0047m,4.0,2021-09-19 18:58:00
f5aeb944-310d-40be-80dc-347646a840f9,cq0048_10,2.0,2022-10-02 17:30:00
972c9c6a-e207-485b-8732-2628df06bafa,cq0049_10,4.0,2021-12-19 17:12:00
5c451655-7b0f-4241-aeb8-cc926acbd280,cq0050m,4.0,2022-01-19 06:24:00
b72f12c9-cd25-4e2b-9f92-1a5598ced7f4,cq0053m_10,1.0,2021-08-06 22:46:00
68dd8de6-dea0-4ca9-acec-ea12752369cb,cq0055_10,1.0,2022-05-02 15:14:00
a02313f9-fbff-4f1c-b421-af34810432a0,cq0064_10,3.0,2021-10-07 05:23:00
b8e9ec5d-2988-4777-b573-168c8027ed2a,cq0065_10,2.0,2021-12-16 19:49:00
746f8dab-e095-42bd-a24d-2c6d4380c156,cq0066m2,1.0,2022-01-03 15:06:00
14df7929-0e01-4f0d-91e4-8bcaa9c2c736,cq0067_10,5.0,2021-12-10 22:23:00
635b4e56-8f15-41df-b229-e2c23b2506fe,cq0080m2_10,5.0,2022-08-02 02:19:00
ec99cd0c-27c5-4892-b8f4-5d9d02e20022,cq0080m_10,3.0,2021-05-13 16:42:00
295ed951-c8e3-47bf-9243-4138d8220694,cq0081m,5.0,2021-06-07 20:25:00
3dead13e-2985-436a-994b-8794e698ba3c,cq0082_10,2.0,2022-08-02 02:19:00
b72d4873-3034-42f0-ae7d-fadefb8603b9,cq0083_10,3.0,2021-11-16 21:50:00
1ed87846-9284-4c11-b960-b792228d1926,cq0089_10,2.0,2021-05-17 20:34:00
0c9bd31b-9581-4bbc-97eb-05968b15e9f9,cq0090_10,3.0,2021-12-31 00:48:00
0d2f6661-4155-49b7-b192-40c9803f706d,cq0091_10,5.0,2021-10-05 22:22:00
fc2d84bb-ba77-424d-a9ab-190598c0bd9a,cq0091m_10,1.0,2021-11-19 19:46:00
a915c7a7-626c-40f3-9142-1d3d34fc644c,cq0092m,5.0,2021-06-21 18:09:00
b0c2ae1d-9d8e-4942-9922-3127bca8a2a2,cq0093m,2.0,2022-02-02 17:49:00
cb65fc7b-76b7-4662-94ad-bf62316be618,cq0094_10,3.0,2021-05-23 01:34:00
18f1171a-5e70-4189-86b8-4df25397cac0,cq0098m2_10,1.0,2022-01-21 00:06:00
6ab90123-0715-4613-812e-524384306eae,cq0098m_10,4.0,2021-04-26 21:00:00
0290a6d0-6303-4350-99b9-2078dc6f3f18,cq0099_10,1.0,2021-12-10 22:23:00
66fece5e-dcea-45de-ac31-e65318988ef4,cq0100_10,4.0,2022-02-23 17:04:00
1caecf08-da68-4fb0-aa45-a270de6e03ba,cq0101_10,4.0,2022-01-16 14:51:00
ab96b5df-12ea-43a1-aa80-d0f119e65d1a,cq0110m_10,2.0,2021-05-23 17:46:00
1e87e7df-2e0d-4fb4-bf47-af353eec19dc,cq0111m,4.0,2021-06-16 14:46:00
679ec61d-d5ce-4868-b0cf-8d287a1b2f79,cq0111m2,5.0,2021-11-19 16:27:00
af691157-8533-4281-b823-d99397dbd140,cq0113_10,1.0,2021-10-28 23:23:00
d648eb35-29a6-444c-ae0b-c1978c9187d6,cq0116_10,2.0,2021-12-16 23:03:00
d9a49272-b3ab-4793-9b9f-36f1b655e1e5,cq0117m_10,2.0,2021-10-21 19:12:00
832bfb7c-a33d-4177-9787-70fc950650b9,cq0119m,3.0,2021-06-26 18:02:00
27314827-d343-43c8-bd33-0404a06c5f6d,cq0120_10,4.0,2021-09-06 00:14:00
c01591ee-503d-4dbb-9b62-3bfec3a210af,cq0121m,2.0,2021-05-17 13:01:00
62fc0046-c59c-44fd-a3e1-3fec5f70bd23,cq0122m,2.0,2022-02-17 16:52:00
093fa444-5c40-4f75-83c5-2795f8c5e579,cq0123_10,2.0,2021-12-11 16:56:00
32c86e3a-7369-4bdb-b8f6-9507141d8302,cq0124m_10,4.0,2021-11-03 00:21:00
a8db31dc-56da-4170-af57-b8483a228db3,cq0125_10,5.0,2022-01-19 06:23:00
8480a166-c7cb-4183-9846-7bce74f1f565,cq0126m,1.0,2021-09-04 20:17:00
202daca6-61d2-4359-840a-b3fd029745ba,cq0129m_10,3.0,2021-10-07 01:00:00
cc64e9ed-71ec-480d-9fd2-6ed6e93aee04,cq0131_10,5.0,2021-01-29 00:08:00
d3b8af9f-9453-4ca1-aaf0-1d9e68c7a8ce,cq0132_10,4.0,2021-03-22 04:10:00
a50530b2-c82c-4340-85ce-25f733c46c59,cq0133_10,2.0,2021-09-30 05:04:00
4d355168-5b23-4dbe-8c1c-a93069b00fba,cq0134m_10,3.0,2022-01-21 19:51:00
8db9d698-4b0d-41bc-96e6-217a0f063591,cq0135m2,2.0,2021-05-17 20:34:00
e44636c7-d703-458e-a107-5640389f238f,cq0136_10,4.0,2021-10-01 15:07:00
56f3a33a-ac66-4d82-b29a-ff0539c0723b,cq0137m,3.0,2022-02-02 17:49:00
1f441861-2886-46d6-9826-30248cf14aec,cq0141_10,1.0,2021-09-03 01:04:00
53fa09e1-1d32-49d4-b8d8-a35c85d38145,cq0144m,1.0,2021-07-16 23:01:00
e9be2aa2-34d6-4cff-adbe-1b838a47fb9d,cq0147_10,4.0,2022-10-01 20:14:00
cccda5fd-7904-4a03-9233-e017bb9ebfe0,cq0148m,5.0,2021-07-16 23:34:00
7a225413-c62f-4cbe-b723-ed57f20a6a33,cq0149_10,1.0,2021-08-06 02:05:00
98307708-15be-497d-9d15-60932d2fe663,cq0150_10,1.0,2021-08-23 21:44:00
539177b5-d296-45eb-be4a-49e548dcb6c5,cq0151_10,4.0,2021-08-05 12:52:00
ef9c5ac5-5bfa-4df6-bb26-a6a2558dcbf9,cq0153m,1.0,2021-11-17 20:55:00
150ce44b-ef15-4b68-9e64-a3810f2b4a5d,cq0154m_10,5.0,2021-01-29 21:27:00
14ab69a5-d966-4350-b59d-da597853dc73,cq0155_10,4.0,2022-10-01 20:17:00
c2397e82-f7e4-4988-a279-95e6e66411e8,cq0156_10,2.0,2021-07-20 05:29:00
edfd0334-2785-460c-8d79-b3219da52257,cq0157_10,4.0,2022-01-25 14:12:00
139c6ca1-302c-4042-ab60-f044a1b10d58,cq0158m_10,1.0,2022-01-25 13:48:00
1334cdaf-f9af-436d-bd4b-edd4a1734c96,cq0159_10,5.0,2022-04-02 19:00:00
467dfa1f-c5e0-413f-81b9-479b86ac54d5,cq0161_10,4.0,2021-05-18 16:18:00
2115e275-0a5a-4e98-99c0-3d9c5807cd94,cq0161m_10,2.0,2022-01-24 20:20:00
517ada85-825a-4514-900f-8cd775ef510b,cq0163_10,1.0,2022-01-28 03:11:00
e9d2f214-7f0c-4fa8-9cc2-33e43095a97a,cq0164_10,4.0,2021-10-07 00:57:00
03b2f210-e17d-47d4-bea2-9391757bf6ee,cq0165_10,3.0,2021-05-19 21:57:00
8c74df95-8eff-4166-a0a0-bd6f6491a168,cq0170m3_10,2.0,2022-01-03 15:05:00
6d293f1a-ca3b-4c24-994f-2126005d7f37,cq0171m3_10,4.0,2022-01-03 15:05:00
9bc9e257-518f-4463-81ed-36b0b7eacb0d,cq0179_10,5.0,2021-11-30 13:10:00
aaecc14f-1936-462c-b61c-333870457ecb,cq0180_10,5.0,2021-01-29 20:29:00
3c0fc48e-6415-46d5-b758-6f4f5ea73418,cq0181_10,5.0,2021-03-31 03:39:00
99984643-76dc-4802-a42f-9d90d7b66fea,cq0183_10,4.0,2021-03-31 03:40:00
b59ace00-d303-4cba-8381-a55ff1e65f6a,cq0186_10,2.0,2022-01-28 03:29:00
093c9f17-d993-4318-ab4f-ab1c81dc2cdb,cq0189_10,3.0,2021-12-11 17:40:00
39e6d222-a73a-4f81-8a47-326d6b928cf2,cq0190m,3.0,2022-10-02 20:20:00
f3e298af-7cf1-4126-b529-9368f7364eba,cq0191_10,4.0,2022-09-02 13:08:00
b4139a55-f948-43f5-88bd-3496ec6b360e,cq0193_10,3.0,2021-03-18 22:16:00
71268961-9525-43d1-a809-b1309986397b,cq0194_10,2.0,2021-11-19 16:26:00
b16df579-da36-4b9e-aacb-574974e501a2,cq0196_10,4.0,2021-05-13 21:44:00
2095bf38-62d0-4c1e-b544-42112916b574,cq0197_10,1.0,2022-05-02 15:16:00
70d8a914-16ee-4a63-9bc5-34f65a39be07,cq0199m,4.0,2021-09-03 16:01:00
6912feab-0928-475f-b351-9f2db80e442b,cq0200m2,1.0,2022-02-02 17:48:00
a35b4947-ae51-4650-8761-491fe4531055,cq0203_10,3.0,2022-03-02 14:09:00
dd4d9d7e-33ce-402c-9ad4-2c8cb75fbcdf,cq0205_10,5.0,2021-12-16 23:14:00
597791bb-c9bf-49d7-89b1-aaaeb13e6f4b,cq0207_10,3.0,2022-01-16 14:32:00
96b89dca-5c94-4ed6-a43c-609fb3a6c146,cq0209m_10,2.0,2021-10-29 02:01:00
e0c8bc9f-155a-447d-b3d1-ee9e6fa6b994,cq0211_10,5.0,2021-06-27 22:28:00
58427514-99ec-4ddd-8e33-d99053ed6214,cq0212m,2.0,2021-08-09 01:48:00
38182289-f1f8-46ce-a5e1-4e408abe34c6,cq0213_10,1.0,2022-01-28 04:12:00
9fe01929-62ad-4982-930b-5c91e11d0828,cq0215m,1.0,2021-11-02 12:09:00
88d399f5-45b2-451f-b938-8bc06dd0384e,cq0216m,1.0,2021-07-15 15:13:00
1eb2b70c-8dab-4803-8f69-77b39f4ba95c,cq0217_10,3.0,2021-06-21 18:08:00
4db873b1-5728-4313-b1ee-433d47240fa0,cq0218_10,1.0,2022-12-01 21:23:00
5a732a93-864f-473a-9285-78226c456d48,cq0219m,3.0,2021-12-29 11:54:00
ed398944-6306-4fc1-9610-f7a6d49ce0ca,cq0221m,1.0,2021-08-06 04:02:00
77377fce-de27-4172-80cc-962aa4bf78a8,cq0222m,1.0,2022-07-02 00:23:00
a44ecb22-20a4-4977-ad70-8af5b8d08596,cq0223m,4.0,2021-01-29 20:35:00
989814bb-0b55-436d-9341-28590665f348,cq0224_10,1.0,2022-12-01 21:22:00
b60c6929-f5ef-44c9-9624-3bd8197047b7,cq0225m,3.0,2022-06-02 23:50:00
ad8e9551-31db-46e8-8513-9ab80d1204ce,cq0228m,4.0,2022-09-02 13:07:00
f7dca000-a44c-4ab4-85ae-24900dd82f96,cq0229m_10,1.0,2021-12-12 05:33:00
b29c4566-dc00-45c4-9293-4718ad0b7447,cq0232_10,2.0,2021-07-15 15:05:00
3fb0f073-2bc6-4f63-81bf-d095470c127d,cq0234_10,3.0,2022-12-01 13:03:00
56bbb787-f4e9-45bc-81bf-f84f29892ad6,cq0235m,5.0,2021-05-26 01:20:00
a6ab5e7a-3ac0-463d-a250-90097bfb4b03,cq0237m,3.0,2022-02-16 02:40:00
01309b80-5de2-4018-a193-38bdab8c7257,cq0240_10,5.0,2021-12-17 04:06:00
69206546-35eb-4c55-acbb-c8ce83e04410,cq0241m,4.0,2022-11-01 13:06:00
7e0da71f-1a75-45d5-9eca-df406be2b56d,cq0242_10,1.0,2021-09-01 19:52:00
28e090b4-d31d-47fe-9a2d-c36bad704738,cq0243_10,4.0,2021-03-03 18:47:00
29336f9d-d9c9-4715-af2e-31a0234e02e7,cq0244m,5.0,2022-08-01 08:41:00
76f89ca4-fdea-4016-9219-01cd32232db0,cq0245m,2.0,2021-10-29 14:42:00
b18e815b-f90a-4cef-9bde-727b9c9b8a00,cq0247_10,2.0,2021-10-21 19:13:00
354fc643-9bf5-4635-8afe-4de1fe2115c7,cq0249m_10,5.0,2021-11-19 21:24:00
53f258b7-6fa4-4634-8186-add5f6ec87dd,cq0250m,1.0,2021-08-11 04:15:00
b92fdbd3-3818-4ef3-983a-0386be6d2d8b,cq0252m,1.0,2022-01-25 13:55:00
6149dd33-10e4-4108-b271-cc25f33ccac8,cq0255_10,5.0,2021-06-08 01:14:00
0dae6396-d100-41a8-8758-976290c162f0,cq0256_10,3.0,2022-05-01 21:38:00
06eeb853-6fca-4017-b13b-2f48b8da68b3,cq0257m,4.0,2021-11-10 20:35:00
0ed58016-6886-4ccf-b1b6-67438d47aa9b,cq0259_10,1.0,2022-01-20 01:55:00
3f78ad90-679a-4346-83c5-7f9ebba92bd2,cq0260_10,2.0,2022-10-02 17:30:00
b8f19b84-53e3-4099-8c0b-f98cdaa9e5b3,cq0262m,2.0,2021-12-16 23:06:00
27f948eb-229a-4aaa-855b-ef94af0e4fb6,cq0263m,5.0,2021-05-30 23:32:00
e4486b8a-ebbf-410f-a95b-1a1a7921ece3,cq0264_10,4.0,2022-10-02 07:09:00
1ae30903-a3e6-4697-9f72-ca5a61dbf373,cq0265_10,3.0,2022-03-01 17:15:00
fd1e4e16-14bc-4b1a-b931-3b0e6a10023a,cq0266_10,3.0,2021-11-05 13:32:00
7a9ba736-851a-4738-942d-fa88b88af1f0,cq0267m,5.0,2021-11-30 13:10:00
c1465700-86a2-4c1e-abc7-8660f4d26494,cq0268m,2.0,2021-09-27 01:38:00
c06caa0b-71e2-470f-ac40-8eb9d51504a1,cq0269_10,5.0,2022-03-02 20:15:00
2db23c7d-5c69-4bd0-9506-1eb9b1743a98,cq0270m,3.0,2022-02-26 16:29:00
7dbb599e-687c-4168-b599-436a9b237101,cq0271m2,4.0,2021-10-05 06:26:00
8ab35619-367f-492a-ae29-bd6677a06cb2,cq0272m,2.0,2021-11-19 04:22:00
d7722f31-2fd8-4301-a270-8caeabb0cdd7,cq0273_10,3.0,2021-11-05 13:31:00
453fbb3d-b323-4f5f-88c9-26856b09281c,cq0274m,5.0,2021-03-23 03:55:00
a8741919-b8f6-476e-b55b-a46cbf858443,cq0275m,3.0,2021-09-03 15:55:00
513cf5a3-6cd0-45d5-ad31-98647983e182,cq0277_10,3.0,2021-11-05 13:32:00
e357c611-f67d-49b4-8af7-72e6fe4299cc,cq0280m2,1.0,2021-11-05 13:36:00
9cd7e5e2-f3d8-4f38-86b5-c57712963982,cq0281_10,3.0,2022-01-27 00:41:00
f809a5ab-5ffe-49aa-b8c3-467cc8ca1884,cq0282m,2.0,2021-06-21 18:10:00
0d69e242-5a72-4a9c-a4d0-7893086ff15b,cq0283m_10,3.0,2022-10-02 17:30:00
0121a923-f9a3-4287-8e03-41507c041115,cq0284_10,2.0,2021-12-14 16:04:00
ef432ff9-c168-4b8f-ac64-57bd6a676f35,cq0285_10,2.0,2021-12-27 00:06:00
f89a2885-f518-48d5-b1a2-80786ed3be3e,cq0286m_10,4.0,2022-12-01 13:03:00
0c6702de-917c-4bb5-9249-e9c69daf083c,cq0287m_10,5.0,2021-11-03 00:15:00
e984ca83-630e-42f5-87ba-cfc702e340aa,cq0288m_10,3.0,2022-10-02 20:31:00
64986e8b-aaa7-46f6-81f2-6c0bb251615a,cq0289_10,4.0,2021-12-16 22:56:00
59e54031-b092-49c0-bf96-14ca13835474,cq0291m,2.0,2021-06-03 17:53:00
7186cfa4-eb50-4f2d-b164-a6b2ce7f9669,cq0292_10,5.0,2022-01-14 02:41:00
81fd3b6d-68e0-45d7-b9db-3b98fdc8afc9,cq0293_10,5.0,2021-04-06 15:33:00
57899c7d-6697-4eaa-942b-7af3687e1289,cq0295m,2.0,2022-01-24 22:08:00
60acb498-7a46-4a1e-b403-ed407cfc1e91,cq0296m,3.0,2021-11-05 13:33:00
f9faf68f-dd61-408d-855b-00dccf94b87f,cq0298m,1.0,2022-01-24 20:12:00
e1db6b02-0131-4486-8278-e3c325746f88,cq0299m_10,5.0,2022-01-28 03:15:00
658bc214-89f7-43df-9b73-bbec3a3c9478,cq0301_10,4.0,2022-02-17 16:49:00
6a065e37-97a5-4255-8d91-04529b3a236d,cq0302m,4.0,2021-10-21 19:14:00
667ec8e2-24a4-4ebf-8a1d-073c322b2243,cq0303_10,4.0,2022-02-23 17:05:00
