source_system	content_item_id	content_item_name	content_item_type	interaction_type_name	count_choices	correct_answer	difficulty	discrimination	guess	parent_item_id	parent_item_name	last_modified	asvab-2021-taxonomy.general_science	bio_biochem	bio_biochem.biology	bio_biochem.biology.reproduction	chem_phys	client_systems	comlex-1-discipline-taxonomy	comlex-1-organ-system-taxonomy	comlex-clinical-presentation	comlex-discipline	comlex_l1	comlex_l2	content-pool-tag	difficulty-tag	habitat	inbde-discipline	interaction-type-tag	nrpe_section	pance-organ-systems	psych_soc	systems-taxonomy	test-usmle-step-1-disciplines-taxonomy	test-usmle-step-1-disciplines-taxonomy.biostatistics	test-usmle-step-1-disciplines-taxonomy.gross_anatomy	test-usmle-step-1-organ-systems-taxonomy	usmle-step-1-disciplines-taxonomy	usmle-step-1-organ-systems-taxonomy	usmle-step-2-subspeciality-taxonomy
Atom	3a99a51c-69db-43de-94d1-4e6c3bb8015f	c20037_10	question	choice-interaction	5	2				f34935e7-1e8c-423b-a128-7f6858e46537	c20037_10	2022-02-03 18:19:51							pharmacology	multisystem			comlex_l1		comlex_l1_qbank	medium	habitat	pharmacology	choice-interaction					pharmacology			multisystem	pharmacology	multisystem	
Atom	7fe47ffe-4569-4a19-99d7-40f9e24131dc	c20039m2	question	choice-interaction	5	5				881ec700-58e1-464a-a358-8f1987f2a663	c20039m2	2022-02-03 18:17:38			endocrine_system			endocrine_system	pharmacology	endocrine_system			comlex_l1		comlex_l1_qbank	medium	habitat	pharmacology	choice-interaction				endocrine_system	pharmacology			endocrine_system	pharmacology	endocrine_system	endocrine_system
Atom	6eb24d98-0838-4ead-bc5f-c5694315ef62	c20040_10	question	choice-interaction	5	2				8338472f-a635-4206-99cb-84150f3ce2fe	c20040_10	2022-02-03 18:16:16							pharmacology	general_principles			comlex_l1		comlex_l1_qbank	medium	habitat	pharmacology	choice-interaction		general_principles			pharmacology			general_principles	pharmacology	general_principles	general_principles
Atom	1a9383e3-0403-456d-afc8-087b0593cc3b	c20046_10	question	choice-interaction	5	1				0b5dab94-b005-4ee1-b058-e555e3dd3f94	c20046_10	2022-02-03 18:17:33							pathophysiology	multisystem			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction					pathophysiology			multisystem	pathophysiology	multisystem	
Atom	531d978e-e7d7-40b4-8923-19ff79cf29d4	c20047m	question	choice-interaction	5	4				3504823d-fa5d-4e3a-aac0-7fe6f53cdebd	c20047m	2022-02-03 18:16:55				reproductive_system		reproductive_system	pathophysiology	reproductive_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				reproductive_system	pathophysiology				pathophysiology	reproductive_system	
Atom	88cdc81a-f9fd-48a2-a88d-7d11a706bacd	c20048_10	question	choice-interaction	5	2				63e13cf3-0a6f-4e05-8b81-ea81d3113790	c20048_10	2022-02-03 18:18:29			nervous_system				microbiology	nervous_system			comlex_l1		comlex_l1_qbank	hard	habitat	microbiology	choice-interaction					microbiology			nervous_system	microbiology	nervous_system	nervous_system
Atom	42453282-a0fa-438f-8768-a25088724ae0	c20053m_10	question	choice-interaction	5	1				ee4d2b59-8084-4aac-99da-adf0d34a658f	c20053m_10	2022-02-03 18:17:42			nervous_system				pathophysiology	nervous_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction					pathophysiology			nervous_system	pathophysiology	nervous_system	nervous_system
Atom	306330b6-1c38-49e9-877d-8ea9c41da850	c20066m2	question	choice-interaction	5	1				424d089b-5511-4663-9eb5-c7e1bb5d6187	c20066m2	2022-02-03 18:17:40			nervous_system				pathophysiology	nervous_system			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction					pathophysiology			nervous_system	pathophysiology	nervous_system	nervous_system
Atom	1638526b-cc39-4295-855e-0b1e16434a3f	c20089_10	question	choice-interaction	5	4				b84cb3a9-5718-4df4-a7c8-53887d7ef083	c20089_10	2022-02-03 18:17:57			nervous_system				pathology	nervous_system			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction					pathology			nervous_system	pathology	nervous_system	nervous_system
Atom	fa689723-d524-4410-a37f-873b4153196c	c20092m	question	choice-interaction	5	5				31627410-4cb2-44e8-8ea4-39322c0985d9	c20092m	2022-02-03 18:16:11							pathology	multisystem			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction					pathology			multisystem	pathology	multisystem	
Atom	cf0c7eda-7829-4b0b-99d4-da81ef99cbbc	c20093m	question	choice-interaction	5	2				8753cf76-dbb0-4c8d-8098-fb3b1785bcb4	c20093m	2022-02-03 18:17:33							pathology	skin_connective_tissue			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction					pathology			skin_connective_tissue	pathology	skin_connective_tissue	
Atom	656a4b87-5198-491d-b349-b26f73f2f5af	c20094_10	question	choice-interaction	5	3				5dde21b9-3441-4614-b23f-57fed69bb999	c20094_10	2022-02-03 18:20:35			musculoskeletal_system			musculoskeletal_system	pathophysiology	musculoskeletal_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				musculoskeletal_system	pathophysiology			musculoskeletal_system	pathophysiology	musculoskeletal_system	musculoskeletal_system
Atom	d83a38c2-8990-4ede-95ff-c5cd920c34d0	c20095m	question	choice-interaction	5	3				5b88aed3-1633-4ce0-be86-551168b9b587	c20095m	2022-02-03 18:19:43			musculoskeletal_system			musculoskeletal_system	pathology	musculoskeletal_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				musculoskeletal_system	pathology			musculoskeletal_system	pathology	musculoskeletal_system	musculoskeletal_system
Atom	52bc9313-2692-4301-828b-ff525bb72e1a	c20101_10	question	choice-interaction	5	4				8ddbbd4e-402a-4d90-bbfe-91e2695e4125	c20101_10	2022-02-03 18:20:23							pathology	skin_connective_tissue			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction					pathology			skin_connective_tissue	pathology	skin_connective_tissue	
Atom	50431c5f-1251-44a7-a6a4-ee1545d5174a	c20113_10	question	choice-interaction	5	1				ba648b19-3c85-464f-831e-e775810240a2	c20113_10	2022-02-03 18:17:26			cardiovascular_system			cardiovascular_system	pathophysiology	cardiovascular_system			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction				cardiovascular_system	pathophysiology			cardiovascular_system	pathophysiology	cardiovascular_system	cardiovascular_system
Atom	20fe783a-d162-4564-a738-0244290c99c5	c20116_10	question	choice-interaction	5	2				09221214-7c30-4f24-885b-b534715f0f71	c20116_10	2022-02-03 18:19:49			endocrine_system			endocrine_system	physiology	endocrine_system			comlex_l1		comlex_l1_qbank	medium	habitat	physiology	choice-interaction				endocrine_system	physiology			endocrine_system	physiology	endocrine_system	endocrine_system
Atom	f54012d2-02bb-423e-a448-efae0429f345	c20117m_10	question	choice-interaction	5	2				f15ae0a9-a53e-44f9-a265-9cd72c9b9c1c	c20117m_10	2022-02-03 18:19:25							physiology	renal_urinary			comlex_l1		comlex_l1_qbank	hard	habitat	physiology	choice-interaction					physiology			renal_urinary	physiology	renal_urinary	renal_urinary
Atom	d31adb64-edd0-4332-af52-3deea05de1c8	c20119m	question	choice-interaction	5	3				ad9b8360-42ba-428b-be5a-cc4bb6bb0b47	c20119m	2022-02-03 18:16:09							immunology	general_principles			comlex_l1		comlex_l1_qbank	easy	habitat	immunology	choice-interaction	immunology	general_principles			immunology			general_principles	immunology	general_principles	general_principles
Atom	b03ff78f-3437-4425-8877-a5f987943bef	c20120_10	question	choice-interaction	5	4				cae0581d-ea5f-424b-afe0-d7b9f089d981	c20120_10	2022-02-03 18:19:58			nervous_system				histology	nervous_system			comlex_l1		comlex_l1_qbank	easy	habitat	histology	choice-interaction							histology	nervous_system	histology	nervous_system	nervous_system
Atom	94b80743-c8e1-4177-afad-41b1bd8b2281	c20121m	question	choice-interaction	6	2				a5c0653d-2b4f-4236-8fda-6e8d48fba0e2	c20121m	2022-02-03 18:19:22							immunology	general_principles			comlex_l1		comlex_l1_qbank	easy	habitat	immunology	choice-interaction	immunology	general_principles			immunology			general_principles	immunology	general_principles	general_principles
Atom	6bd3f763-b735-4e56-a677-30d4f8341986	c20122m	question	choice-interaction	5	2				c53d8634-3108-4e79-9bf1-695a8e61ec92	c20122m	2022-02-03 18:16:29							pathophysiology	multisystem			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction					pathophysiology			multisystem	pathophysiology	multisystem	
Atom	93156728-2850-483f-83cd-96841a52dd63	c20123_10	question	choice-interaction	5	2				2ac11853-3d41-43f2-af40-25f00e0bfeb8	c20123_10	2022-02-03 18:16:38							immunology	general_principles			comlex_l1		comlex_l1_qbank	easy	habitat	immunology	choice-interaction	immunology	general_principles			immunology			general_principles	immunology	general_principles	general_principles
Atom	a0376fab-3062-44dc-b06d-1c651cebe8fe	c20124m_10	question	choice-interaction	5	4				2fa22e15-f85a-4620-ab6d-5813b4fabfc9	c20124m_10	2022-02-03 18:19:55							microbiology	general_principles			comlex_l1		comlex_l1_qbank	hard	habitat	microbiology	choice-interaction		general_principles			microbiology			general_principles	microbiology	general_principles	general_principles
Atom	62e3baec-01c3-46a1-be51-a5302e534915	c20125_10	question	choice-interaction	5	5				26cdbbb2-02fe-44a8-832f-1d6e0ea2d29f	c20125_10	2022-02-03 18:18:25			cardiovascular_system			cardiovascular_system	pharmacology	cardiovascular_system			comlex_l1		comlex_l1_qbank	hard	habitat	pharmacology	choice-interaction				cardiovascular_system	pharmacology			cardiovascular_system	pharmacology	cardiovascular_system	cardiovascular_system
Atom	463006f6-1279-426f-a753-7e8438890060	c20126m	question	choice-interaction	5	1				7cad821a-9e3e-4b1e-97c2-42e328e26def	c20126m	2022-02-03 18:18:44							pharmacology	general_principles			comlex_l1		comlex_l1_qbank	medium	habitat	pharmacology	choice-interaction		general_principles			pharmacology			general_principles	pharmacology	general_principles	general_principles
Atom	5e948a72-d196-474f-9de4-9d994df38b8e	c20129m_10	question	choice-interaction	5	3				550d1bc2-58ad-4195-9320-26648672ea30	c20129m_10	2022-02-03 18:17:20			nervous_system				pathophysiology	nervous_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction					pathophysiology			nervous_system	pathophysiology	nervous_system	nervous_system
Atom	d5386931-9201-4702-8695-ee3819468997	c20130m3	question	choice-interaction	5	1				861eb703-b7f0-4389-96ac-a70248261ba7	c20130m3	2022-02-03 18:16:25							pathology	multisystem			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction					pathology			multisystem	pathology	multisystem	
Atom	4839240c-b3f2-48ef-9794-a6c415b11c84	c20131_10	question	choice-interaction	5	5				e350874e-9fcc-4310-bee8-c13ae334c373	c20131_10	2022-02-03 18:17:22		biochemistry			biochemistry		biochemistry	general_principles			comlex_l1		comlex_l1_qbank	medium	habitat	biochemistry	choice-interaction		general_principles			biochemistry			general_principles	biochemistry	general_principles	general_principles
Atom	e8d7c6fc-bcd7-4ab5-975e-1bf471802c08	c20132_10	question	choice-interaction	5	4				0876a6ca-f697-4f22-a447-d4532d0867c6	c20132_10	2022-02-03 18:19:29							pathophysiology	multisystem			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction					pathophysiology			multisystem	pathophysiology	multisystem	
Atom	28b8d86b-68e0-4f3a-ad99-5a891c62c77d	c20133_10	question	choice-interaction	5	2				28287059-5210-4511-a3be-678e3027eac6	c20133_10	2022-02-03 18:18:52							pharmacology	hematologic_lymphatic			comlex_l1		comlex_l1_qbank	hard	habitat	pharmacology	choice-interaction					pharmacology			hematologic_lymphatic	pharmacology	hematologic_lymphatic	
Atom	34d29bbc-0b25-4314-8498-791df37b3ed3	c20134m_10	question	choice-interaction	5	3				f36f2005-581d-497a-81e5-647e3cbb996e	c20134m_10	2022-02-03 18:18:58			musculoskeletal_system			musculoskeletal_system	pharmacology	musculoskeletal_system			comlex_l1		comlex_l1_qbank	medium	habitat	pharmacology	choice-interaction				musculoskeletal_system	pharmacology			musculoskeletal_system	pharmacology	musculoskeletal_system	musculoskeletal_system
Atom	605a4fe3-1ee7-40a2-babc-ad76068a8f3a	c20135m2	question	choice-interaction	5	2				f026ed5e-8a1f-4116-9c40-644fc741a236	c20135m2	2022-02-03 18:19:07			musculoskeletal_system			musculoskeletal_system	pathology	musculoskeletal_system			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction				musculoskeletal_system	pathology			musculoskeletal_system	pathology	musculoskeletal_system	musculoskeletal_system
Atom	ece67ca4-300d-4e35-8280-46658863d9f7	c20136_10	question	choice-interaction	5	4				5d7956da-ce5f-4939-9102-f341c8ba7244	c20136_10	2022-02-03 18:20:03							pathophysiology	multisystem			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction					pathophysiology			multisystem	pathophysiology	multisystem	
Atom	8a8b0ea8-3e4e-42be-a14d-cd689bc0c8bb	c20137m	question	choice-interaction	5	3				3fe3282e-77c7-41e2-b841-3ffda2658516	c20137m	2022-02-03 18:18:04			musculoskeletal_system			musculoskeletal_system	pharmacology	musculoskeletal_system			comlex_l1		comlex_l1_qbank	hard	habitat	pharmacology	choice-interaction				musculoskeletal_system	pharmacology			musculoskeletal_system	pharmacology	musculoskeletal_system	musculoskeletal_system
Atom	73db8f40-a55a-4eeb-80aa-221ac41c56f4	c20139_10	question	choice-interaction	5	1				e3009170-59bf-4add-83db-52a166ba594a	c20139_10	2022-02-03 18:17:46		biochemistry			biochemistry		biochemistry	general_principles			comlex_l1		comlex_l1_qbank	medium	habitat	biochemistry	choice-interaction		general_principles			biochemistry			general_principles	biochemistry	general_principles	general_principles
Atom	b53c7b6f-c060-424a-b414-b66acc831ebd	c20141_10	question	choice-interaction	5	1				668fa82f-9506-4f6f-9c36-2d0606c0a49b	c20141_10	2022-02-03 18:19:49		biochemistry			biochemistry		biochemistry	general_principles			comlex_l1		comlex_l1_qbank	medium	habitat	biochemistry	choice-interaction		general_principles			biochemistry			general_principles	biochemistry	general_principles	general_principles
Atom	9ad0718e-be51-4a89-b5a1-f4bcdbc39762	c20142m	question	choice-interaction	5	1				1beb2b28-9f33-4dae-b25f-d6ef9a16c10e	c20142m	2022-02-03 18:19:00		biochemistry			biochemistry		biochemistry	general_principles			comlex_l1		comlex_l1_qbank	medium	habitat	biochemistry	choice-interaction		general_principles			biochemistry			general_principles	biochemistry	general_principles	general_principles
Atom	9d917e82-35a9-498c-9248-6d12f60ece66	c20147_10	question	choice-interaction	5	4				738f8cc8-2fdd-4d87-88ae-eaef53a9c4b6	c20147_10	2022-02-03 18:20:30			endocrine_system			endocrine_system	pathophysiology	endocrine_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				endocrine_system	pathophysiology			endocrine_system	pathophysiology	endocrine_system	endocrine_system
Atom	591c1723-30cc-4c6d-bcaa-2a9844016240	c20148m	question	choice-interaction	5	5				6460bfdf-ecc1-4f85-97ec-404e4cc092f2	c20148m	2022-02-03 18:18:53						gastrointestinal	pathology	gastrointestinal			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction	gastrointestinal			gastrointestinal	pathology			gastrointestinal	pathology	gastrointestinal	gastrointestinal
Atom	326cf7d4-1035-4026-80dd-92d43aad794c	c20151_10	question	choice-interaction	5	4				da9d83b0-c9b5-496a-b1a9-1d5b06cf2a4c	c20151_10	2022-02-03 18:20:22							microbiology	general_principles			comlex_l1		comlex_l1_qbank	medium	habitat	microbiology	choice-interaction		general_principles			microbiology			general_principles	microbiology	general_principles	general_principles
Atom	3391279f-3280-4b12-b5cc-50a03ed4845a	c20156_10	question	choice-interaction	5	2				02acb451-dacf-460f-a4b7-9459025f5e8e	c20156_10	2022-02-03 18:19:06						gastrointestinal	pathology	gastrointestinal			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction	gastrointestinal			gastrointestinal	pathology			gastrointestinal	pathology	gastrointestinal	gastrointestinal
Atom	741325f0-0848-4f65-9dc8-ac4a4ef75bde	c20157_10	question	choice-interaction	5	4				d5a8a445-f486-48ba-a769-f223de3b6792	c20157_10	2022-02-03 18:19:14				reproductive_system		reproductive_system	pathology	reproductive_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				reproductive_system	pathology				pathology	reproductive_system	
Atom	a645a975-ce14-4952-921b-aec229852667	c20158m_10	question	choice-interaction	5	1				5a6f81ac-dfd4-470d-aa5b-8691028a9cba	c20158m_10	2022-02-03 18:17:39				reproductive_system		reproductive_system	pathology	reproductive_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				reproductive_system	pathology				pathology	reproductive_system	
Atom	74c0da5c-b073-4fcb-83af-7d30a97ee770	c20159_10	question	choice-interaction	5	5				a5a685df-e4eb-430f-8179-f86000d7cea8	c20159_10	2022-02-03 18:17:29			musculoskeletal_system			musculoskeletal_system	pathophysiology	musculoskeletal_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				musculoskeletal_system	pathophysiology			musculoskeletal_system	pathophysiology	musculoskeletal_system	musculoskeletal_system
Atom	a92449e1-671d-40a6-a3d8-4e6a424e75c3	c20161m_10	question	choice-interaction	5	2				17c30ace-d100-40d7-af75-575e897e23cd	c20161m_10	2022-02-03 18:17:56			endocrine_system			endocrine_system	pathophysiology	endocrine_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				endocrine_system	pathophysiology			endocrine_system	pathophysiology	endocrine_system	endocrine_system
Atom	d234f58d-f19f-457c-8430-ccc0b627092b	c20163_10	question	choice-interaction	5	4				6986ea3c-82ec-4348-bd7a-52c00141b683	c20163_10	2022-02-03 18:19:01						gastrointestinal	pathophysiology	gastrointestinal			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction	gastrointestinal			gastrointestinal	pathophysiology			gastrointestinal	pathophysiology	gastrointestinal	gastrointestinal
Atom	0c0925d5-41c3-4ed9-a95e-1680923ea3bf	c20164_10	question	choice-interaction	5	4				cdbc98b2-98e3-43c7-98b6-bc4050080da4	c20164_10	2022-02-03 18:19:31						gastrointestinal	pathophysiology	gastrointestinal			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction	gastrointestinal			gastrointestinal	pathophysiology			gastrointestinal	pathophysiology	gastrointestinal	gastrointestinal
Atom	01ae64d5-568a-440f-8ef2-336f5bea1cd1	c20165_10	question	choice-interaction	5	3				c4ec5605-95b0-45b8-8549-72706557ce0a	c20165_10	2022-02-03 18:18:00							pathology	skin_connective_tissue			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction					pathology			skin_connective_tissue	pathology	skin_connective_tissue	
Atom	d05bcac1-fdb2-4ae4-bc57-985144d58052	c20189_10	question	choice-interaction	5	3				79c588c8-f973-4b2a-9d07-7a40867754bf	c20189_10	2022-02-03 18:20:26							microbiology	multisystem			comlex_l1		comlex_l1_qbank	medium	habitat	microbiology	choice-interaction					microbiology			multisystem	microbiology	multisystem	
Atom	593e38c3-5acc-4de7-8550-0210ecfd7b56	c20190m	question	choice-interaction	5	3				9d9ed864-e903-44f9-b0e7-2fa98cc6f7e1	c20190m	2022-02-03 18:19:03				reproductive_system		reproductive_system	pathology	reproductive_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				reproductive_system	pathology				pathology	reproductive_system	
Atom	e679c0d1-c241-4363-8fb5-09555d7a1b6b	c20191_10	question	choice-interaction	5	4				c7b0bab2-2fe9-424f-86e4-0a9e5463de8b	c20191_10	2022-02-03 18:17:45				reproductive_system		reproductive_system	pathophysiology	reproductive_system			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction				reproductive_system	pathophysiology				pathophysiology	reproductive_system	
Atom	216f5ec9-09bb-4947-839d-78c130c2827f	c20192_10	question	choice-interaction	5	5				4534a301-cb18-42ba-a8de-5d5c61312b57	c20192_10	2022-02-03 18:18:19							pathophysiology	multisystem			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction					pathophysiology			multisystem	pathophysiology	multisystem	
Atom	9bec3350-e17a-46e5-b9cf-0cd88972149c	c20193m_10	question	choice-interaction	5	5				8618a199-94bf-4810-8ba1-d975c13419b8	c20193m_10	2022-02-03 18:19:11			nervous_system				gross_anatomy	nervous_system			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction					gross_anatomy			nervous_system	gross_anatomy	nervous_system	nervous_system
Atom	c97ea8b7-0029-493a-9885-a46f508bcba3	c20196_10	question	choice-interaction	5	4				6c8bae20-1d95-4056-97d1-586bf3de06d4	c20196_10	2022-02-03 18:18:32			musculoskeletal_system			musculoskeletal_system	gross_anatomy	musculoskeletal_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction				musculoskeletal_system	gross_anatomy			musculoskeletal_system	gross_anatomy	musculoskeletal_system	musculoskeletal_system
Atom	b8d66826-213b-4fa8-8475-8f26ab7c0336	c20199m	question	choice-interaction	5	4				70f185d0-6580-4706-b44e-eab72ea22b55	c20199m	2022-02-03 18:19:46			nervous_system				gross_anatomy	nervous_system			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction					gross_anatomy			nervous_system	gross_anatomy	nervous_system	nervous_system
Atom	ab84e17c-20b8-4e9a-a969-4a5afc49447d	c20205_10	question	choice-interaction	5	5				92547ee9-5cf9-4bd3-a7bf-1e94ccf0f846	c20205_10	2022-02-03 18:17:28			cardiovascular_system			cardiovascular_system	gross_anatomy	cardiovascular_system			comlex_l1		comlex_l1_qbank	easy	habitat		choice-interaction				cardiovascular_system	gross_anatomy			cardiovascular_system	gross_anatomy	cardiovascular_system	cardiovascular_system
Atom	c417f096-7d23-4702-9f6d-0bfcf7ef137b	c20207_10	question	choice-interaction	5	3				f55bf258-497b-4777-b867-d8b3d10d2a24	c20207_10	2022-02-03 18:19:48							pathology	skin_connective_tissue			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction					pathology			skin_connective_tissue	pathology	skin_connective_tissue	
Atom	36946bab-7da2-47f4-a794-40d9a21b8df8	c20211_10	question	choice-interaction	5	5				0ea52ded-d918-4118-ae29-87420ced4e8c	c20211_10	2022-02-03 18:18:06							pathophysiology	multisystem			comlex_l1		comlex_l1_qbank	hard	habitat		choice-interaction					pathophysiology			multisystem	pathophysiology	multisystem	
Atom	81638838-2f71-4415-a102-13a2317c5d57	c20215m	question	choice-interaction	5	1				0ac76f5b-6906-430d-bd18-a0d905ce8bef	c20215m	2022-02-03 18:17:37			nervous_system				physiology	nervous_system			comlex_l1		comlex_l1_qbank	easy	habitat	physiology	choice-interaction					physiology			nervous_system	physiology	nervous_system	nervous_system
Atom	af3f2962-c547-4ab5-bca8-fe8315680a30	c20217_10	question	choice-interaction	5	3				f0f01d49-1e52-4468-8f09-dbe013f2d28b	c20217_10	2022-02-03 18:19:01			nervous_system				gross_anatomy	nervous_system			comlex_l1		comlex_l1_qbank	medium	habitat		choice-interaction					gross_anatomy			nervous_system	gross_anatomy	nervous_system	nervous_system
Atom	7db79ee7-3377-4683-9756-ce1511a95e1f	c20219m	question	choice-interaction	5	3				32af62b9-df05-42c6-82c9-758fd5c81676	c20219m	2022-02-03 18:16:26						gastrointestinal	microbiology	gastrointestinal			comlex_l1		comlex_l1_qbank	hard	habitat	microbiology	choice-interaction	gastrointestinal			gastrointestinal	microbiology			gastrointestinal	microbiology	gastrointestinal	gastrointestinal
